_id,case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
103,V890500,1013,2026-02-10 14:40:45,Open,102.8,N/A,Maintenance,12,,Fernald,TE,Dorchester,MA,02125,15,12 Fernald Terr,,Dorchester,MA,02125,57607,42.31065000028463,-71.06629000160684,"(42.31065000028463, -71.06629000160684)"
104,V890492,1013,2026-02-10 14:23:33,Open,102.8,N/A,Maintenance,13,,Fernald,TE,Dorchester,MA,02125,15,13 Fernald St,,Dorchester,MA,02125,57608,42.310569999399746,-71.06644000109404,"(42.310569999399746, -71.06644000109404)"
105,V890480,1013,2026-02-10 14:01:29,Open,102.8,N/A,Maintenance,14,,Fernald,TE,Dorchester,MA,02125,15,14 Fernald Terr,,Dorchester,MA,02125,57609,42.3104899998844,-71.0665200014792,"(42.3104899998844, -71.0665200014792)"
106,V890443,1013,2026-02-10 12:27:16,Open,102.8,N/A,Maintenance,15,,Fernald,TE,Dorchester,MA,02125,15,15 Fernald Terr,,Boston,MA,02125,57610,42.310409999210485,-71.06662000092987,"(42.310409999210485, -71.06662000092987)"
107,V890439,1013,2026-02-10 12:15:14,Closed,102.8,N/A,Maintenance,79,85,Freeport,ST,Dorchester,MA,02122,15,53 Freeport St,,Dorchester,MA,02122,60918,42.305559999998806,-71.05770000097269,"(42.305559999998806, -71.05770000097269)"
108,V890431,1013,2026-02-10 12:00:31,Closed,105.1,N/A,Failure to Obtain Permit,79,85,Freeport,ST,Dorchester,MA,02122,15,53 Freeport St,,Dorchester,MA,02122,60918,42.305559999998806,-71.05770000097269,"(42.305559999998806, -71.05770000097269)"
109,V890424,1013,2026-02-10 11:43:47,Open,102.8,N/A,Maintenance,7,,Drayton,AV,Dorchester,MA,02125,15,9 Drayton Ave,,Dorchester,MA,02125,49498,42.31196999987088,-71.07050000103747,"(42.31196999987088, -71.07050000103747)"
110,V890403,1013,2026-02-10 11:33:49,Open,Article 4 Section 4-3,N/A,No use of premises permit:,1187,,Dorchester,AV,Dorchester,MA,02125,15,46 Dwight St,Apt #1,Boston,MA,02118,48248,42.31011999978599,-71.05807000078117,"(42.31011999978599, -71.05807000078117)"
111,V890318,1013,2026-02-10 08:44:54,Open,102.8,N/A,Maintenance,251,263,Harold,ST,Dorchester,MA,02121,12,255 Harold St,,Dorchester,MA,02121,342764,42.31249561334114,-71.09321603903659,"(42.31249561334114, -71.09321603903659)"
112,V890303,1013,2026-02-10 08:31:42,Open,102.8,N/A,Maintenance,757,,Shawmut,AV,Mission Hill,MA,02120,09,122 Dewitt Drive,Second Floor Office,Boston,MA,02119,169667,42.332151435099725,-71.0845024079774,"(42.332151435099725, -71.0845024079774)"
113,V889987,1013,2026-02-09 09:12:50,Open,102.8,N/A,Maintenance,93,,Cummins,HW,Roslindale,MA,02131,19,93 Cummins Hwy,,Roslindale,MA,02131,45032,42.2841800001042,-71.1251500007947,"(42.2841800001042, -71.1251500007947)"
114,V889982,1013,2026-02-09 09:00:30,Closed,3307,N/A,Protection of Adj. Property,200,,Everett,ST,East Boston,MA,02128,01,43 Beach Bluff Ave,,Swampscott,MA,01907,55087,42.366070000018155,-71.03111000060721,"(42.366070000018155, -71.03111000060721)"
115,V889966,1013,2026-02-09 08:09:57,Open,105.1,N/A,Failure to Obtain Permit,66,,Romsey,ST,Dorchester,MA,02125,13,305 Pond St,,Jamaica Plain,MA,02130,118181,42.31592999953134,-71.05356000158946,"(42.31592999953134, -71.05356000158946)"
116,V889442,1013,2026-02-06 10:04:26,Open,116,N/A,Unsafe Structures,25,,Castlegate,RD,Dorchester,MA,02121,14,115 Dale St,#12,Roxbury,MA,02119,26377,42.30672000050184,-71.08290000176599,"(42.30672000050184, -71.08290000176599)"
117,V889377,1013,2026-02-06 08:33:12,Open,1001.3.2,N/A,Testing & Certification,56,,Margin,ST,Boston,MA,02113,03,56 NORTH MARGIN ST,C/O LIBERATA LETTERI TS,BOSTON,MA,02113,89690,42.36474900011811,-71.05681200193455,"(42.36474900011811, -71.05681200193455)"
118,V889187,1013,2026-02-05 13:35:03,Open,102.8,N/A,Maintenance,51,53,High,ST,Boston,MA,02110,03,17 Commonwealth Ave,,Boston,MA,02116,73290,42.353713999851834,-71.0554230010275,"(42.353713999851834, -71.0554230010275)"
119,V889179,1013,2026-02-05 13:22:47,Open,102.8,N/A,Maintenance,436,,Gallivan,BL,Dorchester,MA,02124,16,436 GALLIVAN BLVD,,DORCHESTER,MA,02124,62315,42.282250000588,-71.05884000125093,"(42.282250000588, -71.05884000125093)"
120,V889099,1013,2026-02-05 11:00:58,Open,102.8,N/A,Maintenance,91,,Wilmington,AV,Dorchester,MA,02124,17,91 WILMINGTON AVE,,DORCHESTER,MA,02124,150465,42.27936000024283,-71.07595000132781,"(42.27936000024283, -71.07595000132781)"
121,V889094,1013,2026-02-05 10:37:45,Open,105.1,N/A,Failure to Obtain Permit,6,8,Eunice,ST,Dorchester,MA,02122,15,6-8 EUNICE ST,,DORCHESTER,MA,02122,54531,42.304430000296264,-71.0701400021218,"(42.304430000296264, -71.0701400021218)"
122,V889075,1013,2026-02-05 10:30:05,Open,105.1,N/A,Failure to Obtain Permit,84,,Olney,ST,Dorchester,MA,02121,15,84 OLNEY ST,,DORCHESTER,MA,02121,105322,42.305369999945,-71.07254000192887,"(42.305369999945, -71.07254000192887)"
123,V889067,1013,2026-02-05 09:54:01,Open,105.1,N/A,Failure to Obtain Permit,28,,Norton,ST,Dorchester,MA,02125,15,28 NORTON ST,,DORCHESTER,MA,02125,103947,42.30688999991251,-71.06877000123835,"(42.30688999991251, -71.06877000123835)"
124,V889007,1013,2026-02-05 08:38:14,Open,105.1,N/A,Failure to Obtain Permit,86,,Fuller,ST,Dorchester,MA,02124,17,86 FULLER ST,,DORECHESTER,MA,02124,61245,42.28235000044895,-71.06954000086041,"(42.28235000044895, -71.06954000086041)"
125,V888613,1013,2026-02-04 08:32:52,Open,105.1,N/A,Failure to Obtain Permit,250,,Reservation,RD,Hyde Park,MA,02136,18,250 RESERVATION RD,,HYDE PARK,MA,02136,115281,42.25385999969684,-71.13298000107744,"(42.25385999969684, -71.13298000107744)"
126,V888177,1013,2026-02-03 08:04:14,Open,105.1,N/A,Failure to Obtain Permit,12,,Culbert,ST,Mattapan,MA,02126,18,12 CULBERT ST,,MATTAPAN,MA,02126,44641,42.273759999745245,-71.09500000080281,"(42.273759999745245, -71.09500000080281)"
127,V887998,1013,2026-02-02 15:43:49,Open,105.1,N/A,Failure to Obtain Permit,5,7,Bentham,RD,Dorchester,MA,02122,15,5 BENTHAM RD,,DORCHESTER,MA,02122,14981,42.30309999996302,-71.06376000094183,"(42.30309999996302, -71.06376000094183)"
128,V887980,1013,2026-02-02 15:22:15,Open,105.1,N/A,Failure to Obtain Permit,30,,Regina,RD,Dorchester,MA,02124,17,64 Wilmington Avenue,Front House,DORCHESTER,MA,02124,115188,42.295630000062566,-71.07019000104668,"(42.295630000062566, -71.07019000104668)"
129,V887827,1013,2026-02-02 09:59:50,Closed,105.1,N/A,Failure to Obtain Permit,145,,Magnolia,ST,Dorchester,MA,02125,13,10188 MOSS ROSE WAY,,ORLANDO,FL,32832,88260,42.31434000008594,-71.07205000114489,"(42.31434000008594, -71.07205000114489)"
130,V887014,1013,2026-01-30 15:38:39,Open,102.8,N/A,Maintenance,152,,Harvard,ST,Dorchester,MA,02124,14,152 HARVARD ST,,DORCHESTER,MA,02124,70790,42.29609999974392,-71.0813800021301,"(42.29609999974392, -71.0813800021301)"
131,V886888,1013,2026-01-30 09:51:42,Closed,105.1,N/A,Failure to Obtain Permit,40,42,Hillside,ST,Mission Hill,MA,02120,10,33 BOSTON POST RD #500,,MARLBOROUGH,MA,01752,74240,42.32981100016521,-71.10087400081325,"(42.32981100016521, -71.10087400081325)"
132,V886633,1013,2026-01-29 13:44:49,Open,111.1,N/A,Certificate of Occupancy,1595,1609,Blue Hill,AV,Mattapan,MA,02126,18,Attn: Shadi Alallam,1599 Blue Hill Ave,boston,MA,02126,16329,42.26927804034785,-71.094196610124,"(42.26927804034785, -71.094196610124)"
133,V886573,1013,2026-01-29 11:40:03,Open,116,N/A,Unsafe Structures,403,405,Shawmut,AV,Roxbury,MA,02118,09,405 SHAWMUT AVE,,BOSTON,MA,02118,126234,42.34057157482994,-71.07340279017191,"(42.34057157482994, -71.07340279017191)"
134,V886517,1013,2026-01-29 09:42:34,Open,111.1,N/A,Certificate of Occupancy,14,,Gleason,ST,Dorchester,MA,02121,14,"555 High Street, Suite 201",C/O Law Office,Westwood,MA,02090,63893,42.29701000017507,-71.08183000051056,"(42.29701000017507, -71.08183000051056)"
135,V886510,1013,2026-01-29 09:28:43,Open,107.4,N/A,Failed to comply w permit term,14,,Gleason,ST,Dorchester,MA,02121,14,"555 High Street, Suite 201",C/O Law Office,Westwood,MA,02090,63893,42.29701000017507,-71.08183000051056,"(42.29701000017507, -71.08183000051056)"
136,V886251,1013,2026-01-28 15:51:20,Open,105.1,N/A,Failure to Obtain Permit,12,,Arcadia,PARK,Dorchester,MA,02122,15,C/O 388 LLC PROPERTY MANAGEMENT,388 EAST 8TH ST,BOSTON,MA,02127,4506,42.30096999977523,-71.0628400013713,"(42.30096999977523, -71.0628400013713)"
137,V886234,1013,2026-01-28 15:23:45,Open,105,N/A,Permits,474A,474,Columbus,AV,Roxbury,MA,02118,04,125 B ST,C/O GOLDEN FOOD & BEVERAGE ATT. M. GOLD,SOUTH BOSTON,MA,02127,163616,42.34296244708103,-71.07841249243289,"(42.34296244708103, -71.07841249243289)"
138,V873699,1013,2026-01-28 14:27:30,Open,105.1,N/A,Failure to Obtain Permit,655,,Morton,ST,Mattapan,MA,02126,14,112 HOWLAND ST,,DORCHESTER,MA,02121,97753,42.28538000011639,-71.09329000058324,"(42.28538000011639, -71.09329000058324)"
139,V870813,1013,2026-01-28 10:21:06,Open,102.8,N/A,Maintenance,14,,Warwick,ST,Mission Hill,MA,02120,09,14 WARWICK ST,,ROXBURY CROSSING,MA,02120,143356,42.33629600050392,-71.08383900051037,"(42.33629600050392, -71.08383900051037)"
140,V886011,1013,2026-01-28 09:04:36,Open,102.8,N/A,Maintenance,39,,Harvard,ST,Dorchester,MA,02121,14,2004 DIGGS AVE,C/O DIVIDA REEVES,MOBILE,AL,36617,70867,42.298830000330526,-71.07572000104997,"(42.298830000330526, -71.07572000104997)"
141,V885983,1013,2026-01-28 08:16:51,Closed,104.6,N/A,Right of Entry,36,38,Elm Hill,PK,Dorchester,MA,02121,12,4 Madison Ave,,Winchester,MA,01890,53259,42.31319200010783,-71.08156400103572,"(42.31319200010783, -71.08156400103572)"
142,V872301,1013,2026-01-22 08:25:09,Open,107.4,N/A,Failed to comply w permit term,64,66,Lane,PK,Brighton,MA,02135,22,127 HANSON RD,,NEWTON,MA,02459,83909,42.34243626178007,-71.15894770133718,"(42.34243626178007, -71.15894770133718)"
143,V884978,1013,2026-01-21 16:15:47,Closed,102.8,N/A,Maintenance,17,,Eldora,ST,Mission Hill,MA,02120,10,246 WOLCOTT ST,,CHESTNUT HILL,MA,02167,52626,42.33147000048488,-71.10802000079697,"(42.33147000048488, -71.10802000079697)"
144,V884951,1013,2026-01-21 14:57:30,Open,105.1,N/A,Failure to Obtain Permit,189,,Glenway,ST,Dorchester,MA,02121,14,189 GLENWAY ST,,DORCHESTER,MA,02121,155846,42.29655202130048,-71.08065420091148,"(42.29655202130048, -71.08065420091148)"
145,V884944,1013,2026-01-21 14:48:04,Open,105.1,N/A,Failure to Obtain Permit,31,,Millmont,ST,Roxbury,MA,02119,09,31 Millmont Street,Unit 3,Roxbury,MA,02119,95589,42.32757999950858,-71.0912000006586,"(42.32757999950858, -71.0912000006586)"
146,V884760,1013,2026-01-21 08:06:47,Closed,116,N/A,Unsafe Structures,403,405,Shawmut,AV,Roxbury,MA,02118,09,405 SHAWMUT AVE,,BOSTON,MA,02115,126234,42.34057157482994,-71.07340279017191,"(42.34057157482994, -71.07340279017191)"
147,V863160,1013,2026-01-16 12:26:50,Open,105.1,N/A,Failure to Obtain Permit,16,,Worthington,ST,Mission Hill,MA,02120,10,19 WORTHINGTON ST,,BOSTON,MA,02120,152829,42.33420999971423,-71.10239000155852,"(42.33420999971423, -71.10239000155852)"
148,V883889,1013,2026-01-16 09:38:15,Closed,116,N/A,Unsafe Structures,182,,Heath,ST,Jamaica Plain,MA,02130,10,140 HARRISHOF STREET  UNIT 1,,DORCHESTER,MA,02121,72322,42.32595300026398,-71.10495500128377,"(42.32595300026398, -71.10495500128377)"
149,V883858,1013,2026-01-16 08:23:25,Closed,102.8,N/A,Maintenance,29,,Chestnut,AV,Jamaica Plain,MA,02130,10,29 CHESTNUT AVE,,JAMAICA PLAIN,MA,02130,31200,42.32133999945766,-71.10277000086916,"(42.32133999945766, -71.10277000086916)"
150,V883833,1013,2026-01-15 17:00:55,Open,105.1,N/A,Failure to Obtain Permit,68,,Grampian,WY,Dorchester,MA,02125,13,"385 Neponset Ave, Suite #2",,Dorchester,MA,02122,65707,42.31191999971946,-71.048640002013,"(42.31191999971946, -71.048640002013)"
151,V883828,1013,2026-01-15 16:39:07,Open,105.1,N/A,Failure to Obtain Permit,1077,1079,Dorchester,AV,Dorchester,MA,02125,13,"211 West St, Unit 10B",,Quincy,MA,02169,48188,42.31386999958325,-71.05724000137118,"(42.31386999958325, -71.05724000137118)"
152,V883776,1013,2026-01-15 13:58:59,Open,105.1,N/A,Failure to Obtain Permit,66,,West,ST,Hyde Park,MA,02136,18,17 PRESTON RD,,SALEM,MA,01970,147994,42.25919999979318,-71.11883000112965,"(42.25919999979318, -71.11883000112965)"
153,V869897,1013,2026-01-15 13:01:33,Open,105.1,N/A,Failure to Obtain Permit,61,,Forest,ST,Roxbury,MA,02119,08,61 FOREST ST UNIT 1,,ROXBURY,MA,02119,59316,42.32576000058307,-71.07662000210705,"(42.32576000058307, -71.07662000210705)"
154,V869900,1013,2026-01-15 13:00:04,Open,105.1,N/A,Failure to Obtain Permit,61,,Forest,ST,Roxbury,MA,02119,08,61 FOREST ST UNIT 1,,ROXBURY,MA,02119,59316,42.32576000058307,-71.07662000210705,"(42.32576000058307, -71.07662000210705)"
155,V883696,1013,2026-01-15 10:19:33,Open,116,N/A,Unsafe Structures,190R,,Paris,ST,East Boston,MA,02128,01,6 CORNELL RD,,DANVERS,MA,01923,393721,42.37450010490542,-71.03561141268331,"(42.37450010490542, -71.03561141268331)"
156,V883675,1013,2026-01-15 09:34:10,Open,107.4,N/A,Failed to comply w permit term,187,,Fifth,ST,South Boston,MA,02127,06,187 W FIFTH ST,,SOUTH BOSTON,MA,02127,58170,42.33684000034938,-71.05165000051848,"(42.33684000034938, -71.05165000051848)"
157,V860684,1013,2026-01-14 12:22:59,Open,104.6,N/A,Right of Entry,7,,Portina,RD,Brighton,MA,02135,22,7 PORTINA RD,,BRIGHTON,MA,02135,112310,42.3438999999597,-71.15583000107327,"(42.3438999999597, -71.15583000107327)"
158,V883392,1013,2026-01-14 08:17:56,Open,3310.2,N/A,Maintenance of Means of Egress,137,141,Chiswick,RD,Brighton,MA,02135,21,268 CENTRE ST,,NEWTON,MA,02458,32329,42.340970000153106,-71.153660001171,"(42.340970000153106, -71.153660001171)"
159,V883166,1013,2026-01-13 08:45:37,Open,105.1,N/A,Failure to Obtain Permit,71,,Dakota,ST,Dorchester,MA,02124,17,235 HUMBOLDT AVE  #2,,DORCHESTER,MA,02121,45640,42.299209999666445,-71.06979000222921,"(42.299209999666445, -71.06979000222921)"
160,V883071,1013,2026-01-12 16:51:01,Open,105.1,N/A,Failure to Obtain Permit,2,,Corbet,ST,Dorchester,MA,02124,17,13 WILLIAMS DRIVE,,FOXBORO,MA,02035,42509,42.28316199974809,-71.083283000918,"(42.28316199974809, -71.083283000918)"
161,V882317,1013,2026-01-12 08:50:16,Open,1001.3.2,N/A,Testing & Certification,115,,Seventh,ST,South Boston,MA,02127,06,1451Tremont St,,Boston,MA,02120,125600,42.335879999759875,-71.05352000119343,"(42.335879999759875, -71.05352000119343)"
162,V882630,1013,2026-01-09 08:49:19,Open,105.1,N/A,Failure to Obtain Permit,124,,Fuller,ST,Dorchester,MA,02124,17,56  BITTERSWEET LANE,,RANDOLPH,MA,02368,61098,42.28173999978973,-71.07173000152028,"(42.28173999978973, -71.07173000152028)"
163,V877925,1013,2026-01-08 11:39:46,Closed,1001.3.2,N/A,Testing & Certification,127,,Myrtle,ST,Boston,MA,02114,05,163 Dean Rd,,Brookline,MA,02446,99675,42.359339999284984,-71.06928000143873,"(42.359339999284984, -71.06928000143873)"
164,V882469,1013,2026-01-08 08:59:51,Open,105.1,N/A,Failure to Obtain Permit,41,43,Shannon,ST,Brighton,MA,02135,22,10 SHELLY LANE,,MOUNT SINAI,NEW YORK,11766,347233,42.34627024210814,-71.14999516505544,"(42.34627024210814, -71.14999516505544)"
165,V882463,1013,2026-01-08 08:51:43,Open,116,N/A,Unsafe Structures,24,,Factory,ST,Hyde Park,MA,02136,18,10 Park PLZ,,BOSTON,MA,02116-3933,165148,42.25308899981381,-71.12620500122247,"(42.25308899981381, -71.12620500122247)"
166,V882319,1013,2026-01-07 13:54:52,Open,102.8,N/A,Maintenance,100,,Walnut,AV,Roxbury,MA,02119,12,100 Hallet St,,Boston,MA,02124,141889,42.321350000436105,-71.08533000124125,"(42.321350000436105, -71.08533000124125)"
167,V882061,1013,2026-01-06 13:49:44,Open,116,N/A,Unsafe Structures,42,,Eighth,ST,Charlestown,MA,02129,02,42 EIGHTH ST,,CHARLESTOWN,MA,02129,51681,42.37483100003975,-71.05239900162698,"(42.37483100003975, -71.05239900162698)"
168,V881103,1013,2025-12-31 11:16:02,Open,1001.3.2,N/A,Testing & Certification,142,,Gove,ST,East Boston,MA,02128,01,226 HARVARD ST,,BROOKLINE,MA,02446,65604,42.36993000072981,-71.03384000051328,"(42.36993000072981, -71.03384000051328)"
169,V881084,1013,2025-12-31 10:43:35,Closed,102.8,N/A,Maintenance,674,,Massachusetts,AV,Roxbury,MA,02118,08,185 DUDLEY ST,,BOSTON,MA,02119,167476,42.335852804599256,-71.07575911498847,"(42.335852804599256, -71.07575911498847)"
170,V880890,1013,2025-12-30 11:08:51,Open,107.4,N/A,Failed to comply w permit term,65,,Maxwell,ST,Dorchester,MA,02124,17,65 MAXWELL ST,,DORCHESTER,MA,02124,93145,42.282090000153595,-71.0792400005158,"(42.282090000153595, -71.0792400005158)"
171,V880739,1013,2025-12-29 16:45:12,Open,102.8,N/A,Maintenance,457,469A,Broadway,,South Boston,MA,02127,06,11 ELKINS ST SUITE 204,,BOSTON,MA,02127,21551,42.33574000042904,-71.04639000075062,"(42.33574000042904, -71.04639000075062)"
172,V880733,1013,2025-12-29 16:27:19,Open,102.8,N/A,Maintenance,2,,I,ST,South Boston,MA,02127,06,113 PLEASANT STREET,,FRAMINGHAM,MA,01701,172737,42.33794533130642,-71.03983366790035,"(42.33794533130642, -71.03983366790035)"
173,V880727,1013,2025-12-29 16:17:56,Closed,102.8,N/A,Maintenance,5,7,Glover,PL,Dorchester,MA,02122,15,5-7 GLOVER PLACE,C/O GRADY EAON,DORCHESTER,MA,02122,65007,42.30871000047961,-71.05955000095524,"(42.30871000047961, -71.05955000095524)"
174,V880722,1013,2025-12-29 16:08:30,Closed,102.8,N/A,Maintenance,1200,,Commonwealth,AV,Allston,MA,02134,21,159 CAMBRIDGE ST,,ALLSTON,MA,02134,37117,42.350129999787974,-71.12983000081091,"(42.350129999787974, -71.12983000081091)"
175,V880689,1013,2025-12-29 14:17:26,Open,Article 4 Section 4-3,N/A,No use of premises permit:,1590,1594,Blue Hill,AV,Mattapan,MA,02126,18,299 Gallivan Blvd,,Dorchester,MA,02124,16328,42.269672889725236,-71.09316340340045,"(42.269672889725236, -71.09316340340045)"
176,V880680,1013,2025-12-29 13:09:39,Open,Article 4 Section 4-3,N/A,No use of premises permit:,1430,,Blue Hill,AV,Mattapan,MA,02126,18,1430 BLUE HILL AV,C/O DOBEY S VEAL TS,MATTAPAN,MA,02126,16274,42.27514199957199,-71.09317500145215,"(42.27514199957199, -71.09317500145215)"
177,V874034,1013,2025-12-29 07:48:36,Open,102.8,N/A,Maintenance,30,,Sanford,ST,Mattapan,MA,02126,17,118 HOLLINGSWORTH RD,,MILTON,MA,02186,122296,42.27373000027115,-71.072370001038,"(42.27373000027115, -71.072370001038)"
178,V879353,1013,2025-12-22 14:25:12,Closed,105.1,N/A,Failure to Obtain Permit,409,,Corey,ST,West Roxbury,MA,02132,20,15 RIVER TER,,WAREHAM,MA,02571,347704,42.29801779845223,-71.16842029876047,"(42.29801779845223, -71.16842029876047)"
179,V878909,1013,2025-12-19 12:01:30,Open,105.1,N/A,Failure to Obtain Permit,90,,Beacon,ST,Hyde Park,MA,02136,18,90 BEACON ST,,HYDE PARK,MA,02136,12534,42.255300000226015,-71.11365000064706,"(42.255300000226015, -71.11365000064706)"
180,V845936,1013,2025-12-18 14:43:36,Open,116,N/A,Unsafe Structures,6,8,Mount Calvary,RD,Roslindale,MA,02131,18,"18 Mt Calvary Road, Unit 9",,ROSLINDALE,MA,02131,167882,42.2808283382421,-71.11349411606223,"(42.2808283382421, -71.11349411606223)"
181,V845939,1013,2025-12-18 14:30:21,Open,116,N/A,Unsafe Structures,6,8,Mount Calvary,RD,Roslindale,MA,02131,18,23 Dawson,,ROSLINDALE,MA,02131,167882,42.2808283382421,-71.11349411606223,"(42.2808283382421, -71.11349411606223)"
182,V877934,1013,2025-12-15 11:40:11,Open,1001.3.2,N/A,Testing & Certification,116,,Commonwealth,AV,Boston,MA,02116,05,116 COMMONWEALTH AV #B,C/O STEVE JENEY,BOSTON,MA,02116,37049,42.35184999934255,-71.07664000097759,"(42.35184999934255, -71.07664000097759)"
183,V877927,1013,2025-12-15 11:24:47,Open,102.8,N/A,Maintenance,116,,Commonwealth,AV,Boston,MA,02116,05,2001 BEACON STREET SUITE 103,,BRIGHTON,MA,02135,37049,42.35184999934255,-71.07664000097759,"(42.35184999934255, -71.07664000097759)"
184,V852354,1013,2025-12-15 10:05:08,Open,105.1,N/A,Failure to Obtain Permit,246,248,Parker Hill,AV,Mission Hill,MA,02120,10,51 PONTIAC RD,,NEWTON,MA,02468,107981,42.32868700071712,-71.10119300098226,"(42.32868700071712, -71.10119300098226)"
185,V861792,1013,2025-12-15 10:03:56,Open,105.1,N/A,Failure to Obtain Permit,14,,Worthington,ST,Mission Hill,MA,02120,10,14 WORTHINGTON ST,,ROXBURY,MA,02120,152827,42.33416400031185,-71.10241400062259,"(42.33416400031185, -71.10241400062259)"
186,V868335,1013,2025-12-15 10:02:53,Open,105.1,N/A,Failure to Obtain Permit,10,12,Stockwell,ST,Mission Hill,MA,02120,10,10 STOCKWEL ST,,ROXBURY,MA,02120,130800,42.33190600060322,-71.10702000069647,"(42.33190600060322, -71.10702000069647)"
187,V852370,1013,2025-12-15 10:00:37,Open,1029.1,N/A,Emergency Escape & Rescue,848,,Huntington,AV,Mission Hill,MA,02120,10,90 HAMILTON ST,,CAMBRIDGE,MA,02139,76449,42.33286000003302,-71.1101300008641,"(42.33286000003302, -71.1101300008641)"
188,V859069,1013,2025-12-15 09:57:08,Open,105.1,N/A,Failure to Obtain Permit,40,42,Hillside,ST,Mission Hill,MA,02120,10,42 HILLSIDE ST,,MISSION HILL,MA,02120,74240,42.32981100016521,-71.10087400081325,"(42.32981100016521, -71.10087400081325)"
189,V852362,1013,2025-12-15 09:55:50,Open,105.1,N/A,Failure to Obtain Permit,76,,Day,ST,Jamaica Plain,MA,02130,10,1550 Fifth Ave,,Oakland,CA,94606,46733,42.32402999930705,-71.10859000096875,"(42.32402999930705, -71.10859000096875)"
190,V853634,1013,2025-12-15 09:54:44,Open,1001.3.2,N/A,Testing & Certification,18,,Burney,ST,Mission Hill,MA,02120,10,15 Granville Rd,,Lincoln,MA,01773,23884,42.33155000019378,-71.09959000113699,"(42.33155000019378, -71.09959000113699)"
191,V853629,1013,2025-12-15 09:53:33,Open,1001.3.2,N/A,Testing & Certification,16,,Burney,ST,Mission Hill,MA,02120,10,200 Parker St,,Newton,MA,02459,23882,42.331639999796444,-71.09952000125054,"(42.331639999796444, -71.09952000125054)"
